Year,Species,Age,SampleSize
2009,AnimalOther-feline,39,2
2009,AnimalRaptor,16,11
2009,AnimalOther-bear,26,1
2009,AnimalDeer,16,12
2009,AnimalTiger,52,1
2009,AnimalLeopard,,6
2009,AnimalDinosaur,18,7
2009,AnimalRedpanda,21,5
2009,AnimalOther-bear,16,3
2009,AnimalRaven,38,1
2009,AnimalBat,38,1
2009,AnimalOther-bear,39,1
2009,AnimalHorse,42,3
2009,AnimalDeer,42,1
2009,AnimalBrown-bear,42,1
2009,AnimalRaccoon,49,4
2009,AnimalOther-bird,22,4
2009,AnimalBrown-bear,44,1
2009,AnimalPolarbear,44,1
2009,AnimalRabbit,44,1
2009,AnimalLion,33,2
2009,AnimalCougar,33,2
2009,AnimalOtherungulate,39,1
2009,AnimalLizard,18,11
2009,AnimalOthercanine,15,14
2009,AnimalKitsune,34,2
2009,AnimalCoyote,34,2
2009,AnimalMouse,34,1
2009,AnimalDomestic-cat,56,1
2009,AnimalSkunk,55,1
2009,AnimalOthermusteloid,17,3
2009,AnimalPolarbear,17,13
2009,AnimalBat,52,3
2009,AnimalOther-reptile,32,1
2009,AnimalCheetah,11,1
2009,AnimalSquirrel,16,7
2009,AnimalPolarbear,20,6
2009,AnimalRaptor,20,11
2009,AnimalWeasel,23,4
2009,AnimalSea-otter,21,2
2009,AnimalWeasel,21,8
2009,AnimalRaven,21,3
2009,AnimalBadger,,1
2009,AnimalCougar,54,2
2009,AnimalSquirrel,19,11
2009,AnimalRaven,19,8
2009,AnimalLemur,19,8
2009,AnimalHorse,53,1
2009,AnimalOthercanine,17,21
2009,AnimalBat,16,14
2009,AnimalHorse,23,8
2009,AnimalRaven,,6
2009,AnimalRaptor,,6
2009,AnimalOther-bird,,6
2009,AnimalRed-fox,14,27
2009,AnimalGrey-fox,14,11
2009,AnimalArctic-fox,14,13
2009,AnimalCoyote,14,7
2009,AnimalGerman-shepherd,14,11
2009,AnimalCollie,14,3
2009,AnimalOther-dog,14,10
2009,AnimalOthercanine,14,6
2009,AnimalCheetah,14,7
2009,AnimalCougar,14,3
2009,AnimalRedpanda,14,4
2009,AnimalDeer,14,3
2009,AnimalOtherungulate,14,2
2009,AnimalBat,14,10
2009,AnimalGriffin,14,7
2009,AnimalCougar,17,9
2009,AnimalOther-feline,38,1
2009,AnimalRat,17,7
2009,AnimalPanther,34,1
2009,AnimalOtherungulate,20,6
2009,AnimalOther-dog,31,2
2009,AnimalOther-fox,36,1
2009,AnimalWolf,51,2
2009,AnimalSea-otter,17,13
2009,AnimalBadger,18,5
2009,AnimalLemur,,3
2009,AnimalTiger,14,13
2009,AnimalMonkey,18,4
2009,AnimalRaven,16,12
2009,AnimalRabbit,16,14
2009,AnimalMouse,23,4
2009,AnimalOther-reptile,42,1
2009,AnimalGriffin,42,1
2009,AnimalLizard,16,14
2009,AnimalGrey-fox,20,13
2009,AnimalLion,14,9
2009,AnimalLeopard,14,9
2009,AnimalPanther,14,3
2009,AnimalHorse,14,5
2009,AnimalKangaroo,41,1
2009,AnimalOthermusteloid,34,1
2009,AnimalOther-fox,40,2
2009,AnimalOther-mustelid,40,1
2009,AnimalMonkey,17,4
2009,AnimalDinosaur,26,1
2009,AnimalOthermusteloid,26,2
2009,AnimalOther-primate,26,1
2009,AnimalSea-otter,39,1
2009,AnimalRabbit,15,7
2009,AnimalMouse,28,2
2009,AnimalRaccoon,29,2
2009,AnimalCheetah,58,1
2009,AnimalRedpanda,27,2
2009,AnimalRedpanda,15,3
2009,AnimalGerman-shepherd,46,2
2009,AnimalRiver-otter,30,3
2009,AnimalSkunk,17,7
2009,AnimalDeer,23,5
2009,AnimalGrizzlybear,19,7
2009,AnimalOther-dog,15,13
2009,AnimalLion,40,1
2009,AnimalOther-primate,20,1
2009,AnimalMonkey,23,1
2009,AnimalOtherungulate,38,1
2009,AnimalRaccoon,40,2
2009,AnimalOther-fox,,5
2009,AnimalWeasel,17,14
2009,AnimalLion,27,6
2009,AnimalDinosaur,17,13
2009,AnimalBrown-bear,15,4
2009,AnimalPolarbear,15,5
2009,AnimalOther-primate,18,1
2009,AnimalCoyote,54,2
2009,AnimalOther-bear,24,1
2009,AnimalOther-mustelid,16,7
2009,AnimalKangaroo,15,3
2009,AnimalRed-fox,49,1
2009,AnimalLion,16,17
2009,AnimalRat,19,6
2009,AnimalKoala,22,1
2009,AnimalLemur,22,5
2009,AnimalOther-mustelid,20,4
2009,AnimalCoyote,17,10
2009,AnimalLizard,17,10
2009,AnimalBadger,17,4
2009,AnimalOther-mustelid,17,4
2009,AnimalRedpanda,17,5
2009,AnimalDeer,17,7
2009,AnimalBrown-bear,17,9
2009,AnimalOther-bear,17,4
2009,AnimalSquirrel,17,8
2009,AnimalKoala,17,2
2009,AnimalOthermarsupial,17,5
2009,AnimalLemur,17,3
2009,AnimalOther-primate,17,1
2009,AnimalOther-bear,30,4
2009,AnimalMouse,15,11
2009,AnimalHyena,34,1
2009,AnimalDeer,11,1
2009,AnimalBadger,27,1
2009,AnimalOther-reptile,15,7
2009,AnimalRedpanda,23,3
2009,AnimalOther-primate,22,4
2009,AnimalBrown-bear,51,1
2009,AnimalHusky,36,3
2009,AnimalLemur,18,5
2009,AnimalPanther,43,1
2009,AnimalDomestic-cat,43,1
2009,AnimalPanther,16,10
2009,AnimalPandabear,,5
2009,AnimalRat,,2
2009,AnimalBat,30,1
2009,AnimalRed-fox,43,1
2009,AnimalOther-dog,43,2
2009,AnimalGrizzlybear,25,6
2009,AnimalGerman-shepherd,18,9
2009,AnimalMouse,26,4
2009,AnimalRaptor,30,2
2009,AnimalRaptor,15,9
2009,AnimalBrown-bear,18,2
2009,AnimalOthermarsupial,18,4
2009,AnimalTiger,41,1
2009,AnimalLion,49,2
2009,AnimalOther-reptile,49,1
2009,AnimalGrizzlybear,49,1
2009,AnimalRabbit,49,1
2009,AnimalRed-fox,45,1
2009,AnimalRabbit,45,1
2009,AnimalOther-primate,15,1
2009,AnimalGrizzlybear,18,3
2009,AnimalWolf,13,20
2009,AnimalGrizzlybear,41,1
2009,AnimalBadger,16,5
2009,AnimalPolarbear,24,1
2009,AnimalPanther,37,1
2009,AnimalLeopard,15,10
2009,AnimalOther-mustelid,18,8
2009,AnimalDomestic-cat,12,3
2009,AnimalMonkey,19,2
2009,AnimalOther-primate,19,1
2009,AnimalOther-bear,20,4
2009,AnimalPanther,32,1
2009,AnimalSquirrel,14,4
2009,AnimalKangaroo,14,4
2009,AnimalOther-bear,32,1
2009,AnimalOthermarsupial,30,2
2009,AnimalOther-feline,15,9
2009,AnimalBadger,20,2
2009,AnimalKoala,20,2
2009,AnimalRat,32,2
2009,AnimalKitsune,29,3
2009,AnimalBadger,23,1
2009,AnimalMouse,14,4
2009,AnimalOther-bear,15,4
2009,AnimalSea-otter,22,3
2009,AnimalBrown-bear,22,1
2009,AnimalBadger,14,1
2009,AnimalOther-primate,,3
2009,AnimalOther-bear,19,4
2009,AnimalBrown-bear,16,4
2009,AnimalLeopard,16,8
2009,AnimalRaccoon,13,2
2009,AnimalWolf,54,3
2009,AnimalOther-reptile,29,1
2009,AnimalSkunk,29,4
2009,AnimalSea-otter,29,1
2009,AnimalBrown-bear,29,1
2009,AnimalPolarbear,29,2
2009,AnimalKangaroo,29,1
2009,AnimalMonkey,29,1
2009,AnimalOther-bird,14,3
2009,AnimalHyena,16,8
2009,AnimalDomestic-cat,50,4
2009,AnimalRaven,27,1
2009,AnimalCollie,31,1
2009,AnimalCollie,16,4
2009,AnimalPandabear,16,7
2009,AnimalGriffin,16,8
2009,AnimalArctic-fox,13,7
2009,AnimalLeopard,13,3
2009,AnimalArctic-fox,,11
2009,AnimalOthermusteloid,,1
2009,AnimalPolarbear,,3
2009,AnimalOthermarsupial,,2
2009,AnimalGrizzlybear,29,1
2009,AnimalRiver-otter,14,4
2009,AnimalRabbit,14,7
2009,AnimalPanther,50,1
2009,AnimalHusky,12,3
2009,AnimalDinosaur,16,4
2009,AnimalPandabear,36,1
2009,AnimalPanther,60,1
2009,AnimalDomestic-cat,60,1
2009,AnimalOther-feline,60,1
2009,AnimalOther-mustelid,60,1
2009,AnimalRedpanda,60,1
2009,AnimalOther,60,1
2009,AnimalLemur,60,1
2009,AnimalDinosaur,35,1
2009,AnimalBadger,19,4
2009,AnimalLizard,14,2
2009,AnimalKangaroo,16,7
2009,AnimalKoala,16,3
2009,AnimalRedpanda,20,5
2009,AnimalKangaroo,,2
2009,AnimalPolarbear,16,5
2009,AnimalRat,16,2
2009,AnimalOthermarsupial,16,4
2009,AnimalMonkey,16,2
2009,AnimalOther-primate,16,2
2009,AnimalOther-fox,49,1
2009,AnimalRed-fox,57,1
2009,AnimalCoyote,57,1
2009,AnimalHyena,57,1
2009,AnimalKangaroo,18,6
2009,AnimalKitsune,22,8
2009,AnimalOther-feline,48,1
2009,AnimalRed-fox,35,2
2009,AnimalSkunk,,3
2009,AnimalGerman-shepherd,44,1
2009,AnimalOther-dog,44,1
2009,AnimalOther,44,3
2009,AnimalCoyote,35,1
2009,AnimalOther-fox,12,2
2009,AnimalOther,12,3
2009,AnimalCheetah,,4
2009,AnimalMouse,,2
2009,AnimalMonkey,,2
2009,AnimalOthercanine,48,1
2009,AnimalMouse,27,2
2009,AnimalOther-bear,14,1
2009,AnimalDomestic-cat,38,1
2009,AnimalOther-mustelid,32,1
2009,AnimalRiver-otter,52,2
2009,AnimalCougar,35,1
2009,AnimalOthermarsupial,24,1
2009,AnimalCollie,13,2
2009,AnimalLizard,27,1
2009,AnimalHorse,54,1
2009,AnimalRaptor,14,4
2009,AnimalOther-feline,44,1
2009,AnimalPolarbear,31,1
2009,AnimalLizard,15,5
2009,AnimalCougar,30,1
2009,AnimalGerman-shepherd,36,1
2009,AnimalLion,36,1
2009,AnimalGrey-fox,13,4
2009,AnimalCoyote,13,3
2009,AnimalOther-dog,13,3
2009,AnimalOthercanine,13,3
2009,AnimalOther,13,9
2009,AnimalBrown-bear,14,2
2009,AnimalCheetah,15,6
2009,AnimalCollie,15,5
2009,AnimalKitsune,13,3
2009,AnimalRiver-otter,50,1
2009,AnimalOthermusteloid,15,4
2009,AnimalDragon,37,1
2009,AnimalOther-bird,34,1
2009,AnimalCollie,23,1
2009,AnimalWeasel,48,1
2009,AnimalDragon,11,2
2009,AnimalWolf,97,1
2009,AnimalRed-fox,97,1
2009,AnimalGrey-fox,97,1
2009,AnimalArctic-fox,97,1
2009,AnimalKitsune,97,1
2009,AnimalOther-fox,97,1
2009,AnimalCoyote,97,1
2009,AnimalGerman-shepherd,97,1
2009,AnimalHusky,97,1
2009,AnimalCollie,97,1
2009,AnimalOther-dog,97,1
2009,AnimalOthercanine,97,1
2009,AnimalTiger,97,1
2009,AnimalLion,97,1
2009,AnimalLeopard,97,1
2009,AnimalPanther,97,1
2009,AnimalCheetah,97,1
2009,AnimalCougar,97,1
2009,AnimalDomestic-cat,97,1
2009,AnimalOther-feline,97,1
2009,AnimalDragon,97,1
2009,AnimalLizard,97,1
2009,AnimalDinosaur,97,1
2009,AnimalOther-reptile,97,1
2009,AnimalRaccoon,97,1
2009,AnimalSkunk,97,1
2009,AnimalBadger,97,1
2009,AnimalRiver-otter,97,1
2009,AnimalSea-otter,97,1
2009,AnimalWeasel,97,1
2009,AnimalOther-mustelid,97,1
2009,AnimalRedpanda,97,1
2009,AnimalOthermusteloid,97,1
2009,AnimalHorse,97,1
2009,AnimalDeer,97,1
2009,AnimalOtherungulate,97,1
2009,AnimalBrown-bear,97,1
2009,AnimalGrizzlybear,97,1
2009,AnimalPandabear,97,1
2009,AnimalPolarbear,97,1
2009,AnimalOther-bear,97,1
2009,AnimalMouse,97,1
2009,AnimalRat,97,1
2009,AnimalSquirrel,97,1
2009,AnimalOther,97,1
2009,AnimalRaven,97,1
2009,AnimalRaptor,97,1
2009,AnimalOther-bird,97,1
2009,AnimalRabbit,97,1
2009,AnimalKangaroo,97,1
2009,AnimalKoala,97,1
2009,AnimalOthermarsupial,97,1
2009,AnimalLemur,97,1
2009,AnimalMonkey,97,1
2009,AnimalOther-primate,97,1
2009,AnimalHyena,97,1
2009,AnimalBat,97,1
2009,AnimalGriffin,97,1
2009,AnimalKitsune,44,1
2009,AnimalRed-fox,53,1
2009,AnimalGrizzlybear,14,2
2009,AnimalPandabear,14,5
2009,AnimalRaven,14,4
2009,AnimalKoala,14,1
2009,AnimalOther-primate,14,1
2009,AnimalHyena,14,8
2009,AnimalOther-fox,11,1
2009,AnimalCheetah,39,1
2009,AnimalMouse,22,2
2009,AnimalPandabear,24,1
2009,AnimalRaccoon,50,1
2009,AnimalWeasel,50,1
2009,AnimalDeer,15,5
2009,AnimalSkunk,36,1
2009,AnimalDeer,36,1
2009,AnimalOther-fox,13,3
2009,AnimalTiger,13,2
2009,AnimalPanther,13,4
2009,AnimalOther-reptile,36,1
2009,AnimalSkunk,45,1
2009,AnimalGrizzlybear,21,2
2009,AnimalGriffin,24,1
2009,AnimalRaptor,35,1
2009,AnimalLion,35,1
2009,AnimalOther-dog,54,1
2009,AnimalOther,54,1
2009,AnimalBrown-bear,23,1
2009,AnimalDeer,55,1
2009,AnimalHusky,13,5
2009,AnimalCougar,31,1
2009,AnimalRat,13,3
2009,AnimalDragon,13,3
2009,AnimalRaptor,13,3
2009,AnimalHorse,60,1
2009,AnimalLeopard,51,1
2009,AnimalTiger,48,1
2009,AnimalOther-reptile,31,1
2009,AnimalMonkey,28,1
2009,AnimalTiger,49,2
2009,AnimalGerman-shepherd,33,1
2009,AnimalRabbit,52,1
2009,AnimalKitsune,43,1
2009,AnimalDinosaur,14,2
2009,AnimalCheetah,49,1
2009,AnimalOtherungulate,50,1
2009,AnimalCoyote,31,1
2009,AnimalLemur,14,5
2009,AnimalRat,15,4
2009,AnimalRed-fox,47,2
2009,AnimalRaccoon,47,1
2009,AnimalOther-feline,13,1
2009,AnimalKangaroo,44,1
2009,AnimalOther-bird,15,4
2009,AnimalBadger,30,1
2009,AnimalGrey-fox,12,2
2009,AnimalArctic-fox,12,3
2009,AnimalLeopard,12,2
2009,AnimalLizard,12,2
2009,AnimalRaccoon,12,3
2009,AnimalRedpanda,12,2
2009,AnimalLion,51,1
2009,AnimalCollie,12,2
2009,AnimalBat,12,2
2009,AnimalPolarbear,14,3
2009,AnimalOther-bear,28,1
2009,AnimalOther-fox,32,2
2009,AnimalDinosaur,32,1
2009,AnimalArctic-fox,33,1
2009,AnimalBrown-bear,21,2
2009,AnimalMonkey,14,2
2009,AnimalDinosaur,34,1
2009,AnimalRat,47,1
2009,AnimalLizard,11,1
2009,AnimalDinosaur,11,1
2009,AnimalBrown-bear,24,1
2009,AnimalGerman-shepherd,12,3
2009,AnimalHyena,12,2
2009,AnimalPolarbear,21,1
2009,AnimalRed-fox,37,1
2009,AnimalGrey-fox,37,1
2009,AnimalRedpanda,30,2
2009,AnimalDragon,48,2
2009,AnimalOther-mustelid,34,1
2009,AnimalDinosaur,15,4
2009,AnimalLemur,15,2
2009,AnimalWolf,46,1
2009,AnimalKitsune,12,1
2009,AnimalCoyote,12,2
2009,AnimalOther-dog,12,1
2009,AnimalOthercanine,12,1
2009,AnimalTiger,12,1
2009,AnimalLion,12,1
2009,AnimalPanther,12,1
2009,AnimalCheetah,12,1
2009,AnimalCougar,12,1
2009,AnimalOther-feline,12,1
2009,AnimalDragon,12,1
2009,AnimalDinosaur,12,1
2009,AnimalOther-reptile,12,1
2009,AnimalBadger,12,1
2009,AnimalRiver-otter,12,1
2009,AnimalSea-otter,12,1
2009,AnimalWeasel,12,1
2009,AnimalOther-mustelid,12,1
2009,AnimalOthermusteloid,12,1
2009,AnimalHorse,12,1
2009,AnimalDeer,12,1
2009,AnimalOtherungulate,12,2
2009,AnimalBrown-bear,12,1
2009,AnimalGrizzlybear,12,1
2009,AnimalPandabear,12,1
2009,AnimalPolarbear,12,1
2009,AnimalOther-bear,12,1
2009,AnimalMouse,12,2
2009,AnimalRat,12,1
2009,AnimalSquirrel,12,2
2009,AnimalRaven,12,1
2009,AnimalRaptor,12,1
2009,AnimalOther-bird,12,1
2009,AnimalRabbit,12,1
2009,AnimalKangaroo,12,1
2009,AnimalKoala,12,2
2009,AnimalOthermarsupial,12,1
2009,AnimalLemur,12,1
2009,AnimalMonkey,12,2
2009,AnimalOther-primate,12,1
2009,AnimalGriffin,12,1
2009,AnimalLeopard,48,1
2009,AnimalOthermarsupial,48,1
2009,AnimalKangaroo,30,1
2009,AnimalOther-feline,40,1
2009,AnimalLizard,13,1
2009,AnimalDinosaur,13,1
2009,AnimalHyena,13,1
2009,AnimalBat,13,1
2009,AnimalSquirrel,30,1
2009,AnimalSkunk,37,1
2009,AnimalRat,37,1
2009,AnimalCollie,,1
2009,AnimalDomestic-cat,45,1
2009,AnimalDragon,45,1
2009,AnimalRaptor,32,1
2009,AnimalArctic-fox,39,1
2009,AnimalArctic-fox,11,1
2009,AnimalSea-otter,46,1
2009,AnimalRedpanda,25,2
2009,AnimalBrown-bear,25,1
2009,AnimalPandabear,25,2
2009,AnimalOther-bear,25,1
2009,AnimalRedpanda,29,1
2009,AnimalPandabear,29,1
2009,AnimalLizard,52,1
2009,AnimalBadger,15,3
2009,AnimalBadger,33,1
2009,AnimalHyena,31,1
2009,AnimalMouse,48,1
2009,AnimalOther-reptile,14,1
2009,AnimalMonkey,27,1
2009,AnimalGrey-fox,40,1
2009,AnimalWolf,52,2
2009,AnimalGrey-fox,52,2
2009,AnimalOther-fox,52,2
2009,AnimalCoyote,52,3
2009,AnimalCougar,52,2
2009,AnimalOther-feline,52,2
2009,AnimalDinosaur,52,2
2009,AnimalGrizzlybear,52,2
2009,AnimalMonkey,52,2
2009,AnimalOther-primate,52,2
2009,AnimalWeasel,14,2
2009,AnimalSea-otter,,1
2009,AnimalCoyote,49,1
2009,AnimalOther-feline,61,1
2009,AnimalOther,61,1
2009,AnimalSea-otter,14,2
2009,AnimalOther-primate,25,1
2009,AnimalHorse,48,1
2009,AnimalWolf,56,1
2009,AnimalCougar,56,1
2009,AnimalDragon,56,1
2009,AnimalRaccoon,56,1
2009,AnimalHyena,56,1
2009,AnimalRaven,13,1
2009,AnimalGriffin,13,1
2009,AnimalMonkey,24,1
2009,AnimalHyena,40,1
2009,AnimalGerman-shepherd,13,1
2009,AnimalOther,108,1
2009,AnimalOthermarsupial,108,1
2009,AnimalWolf,57,1
2009,AnimalGerman-shepherd,57,1
2009,AnimalHusky,57,1
2009,AnimalLion,57,1
2009,AnimalDinosaur,57,1
2009,AnimalHorse,57,1
2009,AnimalPolarbear,57,1
2009,AnimalOther,57,1
2009,AnimalOther-primate,57,1
2009,AnimalCheetah,44,1
2009,AnimalWolf,11,1
2009,AnimalOthercanine,11,1
2009,AnimalHyena,11,1
2009,AnimalBat,35,1
2009,AnimalGrizzlybear,36,1
2009,AnimalGriffin,15,2
2009,AnimalSkunk,42,1
2009,AnimalOther-fox,38,1
2009,AnimalGrizzlybear,15,1
2009,AnimalPandabear,15,1
2009,AnimalKoala,15,1
2009,AnimalOthermarsupial,15,1
2009,AnimalSkunk,14,1
2009,AnimalOthercanine,36,1
2009,AnimalGrey-fox,31,1
